OPNT	Boqii Holding Limited American Depositary Shares representing Class A Ordinary Shares		Consumer Services	Other Specialty Stores
AMP	Broadridge Financial Solutions Inc.Common Stock	United States	Miscellaneous	Business Services
CSPR	BellRing Brands Inc. Class A Common Stock	United States	Consumer Non-Durables	Packaged Foods
EXK	Blue Ridge Bankshares Inc. Common Stock		Finance	Major Banks
ENX	Brady Corporation Common Stock	United States	Consumer Durables	Miscellaneous manufacturing industries
PFIN	Breeze Holdings Acquisition Corp. Common Stock	United States	Finance	Business Services
OCGN	BRF S.A.	Brazil	Consumer Non-Durables	Meat/Poultry/Fish
ZDGE	Bluerock Residential Growth REIT Inc. Class A Common Stock		Consumer Services	Real Estate Investment Trusts
NP	Bridgford Foods Corporation Common Stock	United States	Consumer Non-Durables	Specialty Foods
MCAC	Brookline Bancorp Inc. Common Stock	United States	Finance	Savings Institutions
NGL	Bruker Corporation Common Stock	United States	Capital Goods	Biotechnology: Laboratory Analytical Instruments
EQD	Brooks Automation Inc.	United States	Technology	Industrial Machinery/Components
CBD	Brilliant Acquisition Corporation Ordinary Shares	China	Finance	Business Services
INOD	Broadmark Realty Capital Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
CARE	Barnwell Industries Inc. Common Stock	United States	Energy	Oil & Gas Production
MARPS	Brown & Brown Inc. Common Stock	United States	Finance	Specialty Insurers
ALNA	Brooge Energy Limited Ordinary Shares	United Kingdom	Energy	Integrated oil Companies
PIXY	BRP Group Inc. (Insurance Company) Class A Common Stock	United States	Finance	Specialty Insurers
HMI	Big Rock Partners Acquisition Corp. Common Stock	United States	Finance	Business Services
ACRX	Borqs Technologies Inc. Ordinary Shares	China	Technology	EDP Services
SPNV	BRT Apartments Corp. (MD) Common Stock	United States	Consumer Services	Real Estate Investment Trusts
KAI	Brixmor Property Group Inc. Common Stock		Consumer Services	Real Estate Investment Trusts
TGTX	Berry Corporation (bry) Common Stock	United States	Energy	Oil & Gas Production
WRN	Banco Santander - Chile ADS	Chile	Finance	Commercial Banks
HMPT	Bogota Financial Corp. Common Stock	United States	Finance	Banks
CBRL	Banco Santander Brasil SA American Depositary Shares each representing one unit	Brazil	Finance	Commercial Banks
RES	BlackRock Strategic Municipal Trust Inc. (The) Common Stock	United States		
HMST	Blackrock New York Municipal Income Quality Trust Common Shares of Beneficial Interest	United States		
IONS	Bassett Furniture Industries Incorporated Common Stock	United States	Consumer Durables	Home Furnishings
EMN	BioSig Technologies Inc. Common Stock	United States	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
AGO	BrightSphere Investment Group Inc. Common Stock	United Kingdom	Finance	Investment Managers
INGR	Blackstone Senior Floating Rate Term Fund Common Shares of Beneficial Interest	United States		
JHS	Black Stone Minerals L.P. Common units representing limited partner interests	United States	Energy	Oil & Gas Production
TTEK	Banco Santander Mexico S.A. Institucion de Banca Multiple Grupo Financiero Santander Mexico	Mexico	Finance	Commercial Banks
USAK	BSQUARE Corporation Common Stock	United States	Miscellaneous	Business Services
SNCA	Sierra Bancorp Common Stock	United States	Finance	Major Banks
BIDU	BlackRock Science and Technology Trust Common Shares of Beneficial Interest	United States		
TDF	BlackRock Science and Technology Trust II Common Shares of Beneficial Interest			
CRC	Bank7 Corp. Common stock	United States	Finance	Major Banks
PTE	Boston Scientific Corporation Common Stock	United States	Health Care	Medical/Dental Instruments
FTOC	Bentley Systems Incorporated Class B Common Stock	United States	Technology	Computer Software: Prepackaged Software
GD	BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest	United States		
GSK	BioXcel Therapeutics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
AVYA	Burgundy Technology Acquisition Corporation Class A Ordinary shares	Cayman Islands	Finance	Business Services
BOOM	Burgundy Technology Acquisition Corporation Unit	Cayman Islands	Finance	Business Services
DOOR	Bit Digital Inc. Ordinary Shares	United States	Finance	Finance: Consumer Services
PBY	B2Gold Corp Common shares (Canada)	Canada	Basic Industries	Precious Metals
TEF	British American Tobacco  Industries p.l.c. Common Stock ADR	United Kingdom	Consumer Non-Durables	Farming/Seeds/Milling
SA	Ballantyne Strong Inc. Common Stock	United States	Miscellaneous	Industrial Machinery/Components
PKO	Bridgetown 2 Holdings Limited Class A Ordinary Shares	China	Finance	Business Services
AMBA	John Hancock Financial Opportunities Fund Common Stock	United States		
IDEX	BTRS Holdings Inc. Class 1 Common Stock	United States	Technology	EDP Services
LCUT	BlackRock Municipal 2030 Target Term Trust	United States		
GLO	Peabody Energy Corporation Common Stock	United States	Energy	Coal Mining
MCD	Bridgetown Holdings Limited Class A Ordinary Shares	Hong Kong	Finance	Business Services
ZGNX	BlackRock Credit Allocation Income Trust	United States		
LPG	Anheuser-Busch Inbev SA Sponsored ADR (Belgium)	Belgium	Consumer Non-Durables	Beverages (Production/Distribution)
CNTY	Innovator Laddered Fund of S&P 500 Power Buffer ETFs			
MHO	BlackRock Utility Infrastructure & Power Opportunities Trust	United States		
SNX	Burford Capital Limited Ordinary Shares		Finance	Finance: Consumer Services
LVS	Burlington Stores Inc. Common Stock		Consumer Services	Department/Specialty Retail Stores
ICBK	First Busey Corporation Class A Common Stock	United States	Finance	Major Banks
HOL	BrightView Holdings Inc. Common Stock	United States	Consumer Non-Durables	Farming/Seeds/Milling
CAJ	Bluegreen Vacations Holding Corporation Class A Common Stock	United States	Finance	Real Estate
MXC	Buenaventura Mining Company Inc.	Peru	Basic Industries	Precious Metals
DBX	BiondVax Pharmaceuticals Ltd. American Depositary Shares	Israel	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
HNRG	Babcock & Wilcox Enterprises Inc. Common Stock	United States	Capital Goods	Building Products
JAKK	BorgWarner Inc. Common Stock	United States	Capital Goods	Auto Parts:O.E.M.
BPFH	Better World Acquisition Corp. Common Stock	United States	Finance	Business Services
FMNB	Brainsway Ltd. American Depositary Shares	Israel	Health Care	Medical/Dental Instruments
PSF	Bridgewater Bancshares Inc. Common Stock	United States	Finance	Major Banks
URI	Broadwind Inc. Common Stock	United States	Capital Goods	Metal Fabrications
OSMT	Bankwell Financial Group Inc. Common Stock	United States	Finance	Major Banks
AIH	BrandywineGLOBAL Global Income Opportunities Fund Inc.	United States		
CSX	Betterware de Mexico S.A.B. de C.V. Ordinary Shares	Mexico	Consumer Services	Catalog/Specialty Distribution
AUDC	BWX Technologies Inc. Common Stock	United States	Energy	Industrial Machinery/Components
USEG	The Blackstone Group Inc. Class A Common Stock	United States	Finance	Investment Managers
SRDX	Bluelinx Holdings Inc. Common Stock	United States	Capital Goods	Wholesale Distributors
JAMF	Bluegreen Vacations Corporation Common Stock	United States	Finance	Real Estate
VPV	Blackstone Mortgage Trust Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
BEAT	Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest	United States		
HRMY	Boston Properties Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
SENEB	Baudax Bio Inc. Common Stock	United States	Health Care	Misc Health and Biotechnology Services
PANA	BancorpSouth Bank Common Stock	United States		
VBF	Byline Bancorp Inc. Common Stock	United States	Finance	Major Banks
BY	Boyd Gaming Corporation Common Stock	United States	Consumer Services	Hotels/Resorts
ASMB	Broadway Financial Corporation Common Stock	United States	Finance	Savings Institutions
BOE	Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest	United States		
DT	Beyond Meat Inc. Common Stock	United States	Consumer Non-Durables	Packaged Foods
ZYXI	BeyondSpring Inc. Ordinary Shares	United States	Health Care	Major Pharmaceuticals
RPD	Beazer Homes USA Inc. Common Stock	United States	Capital Goods	Homebuilding
ATGE	BlackRock Maryland Municipal Bond Trust Common shares of beneficial interest	United States		
HLNE	Baozun Inc. American Depositary Shares	China	Consumer Services	Catalog/Specialty Distribution
ONEM	Citigroup Inc. Common Stock	United States	Finance	Major Banks
GCBC	Corporacion America Airports SA Common Shares		Transportation	Aerospace
UBSI	China Automotive Systems Inc. Common Stock	China	Capital Goods	Auto Parts:O.E.M.
UNTY	Cabaletta Bio Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
KT	Cable One Inc. Common Stock	United States	Consumer Services	Television Services
TPH	Camden National Corporation Common Stock	United States	Finance	Major Banks
PFSW	Credit Acceptance Corporation Common Stock	United States	Finance	Finance: Consumer Services
WDAY	CACI International Inc. Class A Common Stock	United States	Technology	EDP Services
ROKU	Cadence Bancorporation Class A Common Stock	United States	Finance	Major Banks
NEM	CAE Inc. Ordinary Shares	Canada	Miscellaneous	Industrial Machinery/Components
IIPR	Morgan Stanley China A Share Fund Inc. Common Stock	United States		
MWA	ConAgra Brands Inc. Common Stock	United States	Consumer Non-Durables	Packaged Foods
AVO	Cardinal Health Inc. Common Stock	United States	Health Care	Other Pharmaceuticals
GAN	CAI International Inc. Common Stock	United States	Technology	Diversified Commercial Services
ORBC	Canon Inc. American Depositary Shares	Japan	Miscellaneous	Industrial Machinery/Components
CAPL	Cheesecake Factory Incorporated (The) Common Stock	United States	Consumer Services	Restaurants
TATT	Caleres Inc. Common Stock	United States	Consumer Non-Durables	Shoe Manufacturing
DLTR	Calithera Biosciences Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
SGBX	California BanCorp Common Stock	United States	Finance	Major Banks
VCNX	Cal-Maine Foods Inc. Common Stock	United States	Consumer Non-Durables	Farming/Seeds/Milling
CPAC	Calliditas Therapeutics AB American Depositary Shares	Sweden	Health Care	Major Pharmaceuticals
HR	Calix Inc Common Stock	United States	Consumer Services	Telecommunications Equipment
EQNR	CalAmp Corp. Common Stock	United States	Technology	Radio And Television Broadcasting And Communications Equipment
ATO	Camtek Ltd. Ordinary Shares	Israel	Capital Goods	Electronic Components
OSG	Canaan Inc. American Depositary Shares	China	Technology	Semiconductors
LEN	Can-Fite Biopharma Ltd Sponsored ADR (Israel)	Israel	Health Care	Major Pharmaceuticals
INDT	Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares		Technology	Computer Software: Prepackaged Software
ATKR	Capitol Investment Corp. V Class A Common Stock		Finance	Business Services
BMA	HighCape Capital Acquisition Corp. Class A Common Stock	United States	Finance	Business Services
BBCP	CrossAmerica Partners LP Common Units representing limited partner interests	United States	Energy	Oil Refining/Marketing
LBTYA	Capricor Therapeutics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
MGTA	Avis Budget Group Inc. Common Stock	United States	Consumer Services	Rental/Leasing Companies
CWCO	Cara Therapeutics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
EVT	Carter Bankshares Inc. Common Stock	United States	Finance	Major Banks
PED	CarGurus Inc. Class A Common Stock	United States	Technology	EDP Services
ABTX	Carrier Global Corporation Common Stock		Capital Goods	Industrial Machinery/Components
LQDT	Cars.com Inc. Common Stock		Technology	EDP Services
SY	Carver Bancorp Inc. Common Stock	United States	Finance	Savings Institutions
WD	Cascade Acquisition Corp. Class A Common Stock		Finance	Business Services
HCCI	Casa Systems Inc. Common Stock	United States	Technology	Radio And Television Broadcasting And Communications Equipment
WKEY	Meta Financial Group Inc. Common Stock	United States	Finance	Major Banks
VLO	CASI Pharmaceuticals Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
AB	Cass Information Systems Inc Common Stock	United States	Miscellaneous	Business Services
SNY	Casey's General Stores Inc. Common Stock	United States	Consumer Durables	Automotive Aftermarket
WBAI	Caterpillar Inc. Common Stock	United States	Capital Goods	Construction/Ag Equipment/Trucks
GRNQ	Catabasis Pharmaceuticals Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
IMMP	Cambridge Bancorp Common Stock	United States	Finance	Major Banks
EYPT	Cardtronics plc Class A Ordinary Shares (UK)	United States	Miscellaneous	Business Services
OPRT	Cato Corporation (The) Class A Common Stock	United States	Consumer Services	Clothing/Shoe/Accessory Stores
ALAC	Cathay General Bancorp Common Stock	United States	Finance	Major Banks
AKRO	Chubb Limited  Common Stock	Switzerland	Finance	Property-Casualty Insurers
SLCT	Colony Bankcorp Inc. Common Stock	United States	Finance	Major Banks
MDGS	CBAK Energy Technology Inc. Common Stock	China	Miscellaneous	Industrial Machinery/Components
CHDN	CymaBay Therapeutics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
UBP	Cincinnati Bell Inc. Common Stock	United States	Public Utilities	Telecommunications Equipment
ALTR	Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share	Brazil	Consumer Services	Food Chains
DK	CB Financial Services Inc. Common Stock	United States	Finance	Major Banks
PARR	Virtus AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest	United States		
LW	Catalyst Biosciences Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
KSMT	Cleveland BioLabs Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
SYNA	CBM Bancorp Inc. Common Stock	United States	Finance	Savings Institutions
IDYA	Cellular Biomedicine Group Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
SNE	Capital Bancorp Inc. Common Stock	United States	Finance	Major Banks
SNDL	Cboe Global Markets Inc. Common Stock			
NET	China Biologic Products Holdings Inc. Ordinary Shares	China	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BFRA	CBRE Group Inc Common Stock Class A	United States	Finance	Real Estate
FLNT	Cracker Barrel Old Country Store Inc Common Stock	United States	Consumer Services	Restaurants
FBC	Commerce Bancshares Inc. Common Stock	United States	Finance	Major Banks
CORR	Cabot Corporation Common Stock	United States	Basic Industries	Major Chemicals
NI	CBTX Inc. Common Stock	United States	Finance	Major Banks
EOS	Community Bank System Inc. Common Stock	United States	Finance	Major Banks
RFL	CBIZ Inc. Common Stock	United States	Miscellaneous	Business Services
KOF	Chemours Company (The) Common Stock	United States	Basic Industries	Major Chemicals
VIRC	CITIC Capital Acquisition Corp. Class A Ordinary Shares		Finance	Business Services
AEMD	Crescent Capital BDC Inc. Common stock	United States		
JWN	Coastal Financial Corporation Common Stock	United States	Finance	Major Banks
CSTM	Capital City Bank Group Common Stock	United States	Finance	Major Banks
EAT	C4 Therapeutics Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
TWND	Calamos Dynamic Convertible & Income Fund Common Stock	United States		
DORM	Coca-Cola European Partners plc Ordinary Shares		Consumer Non-Durables	Beverages (Production/Distribution)
SLS	Chase Corporation Common Stock	United States	Consumer Durables	Building Products
FLR	Crown Castle International Corp. (REIT) Common Stock	United States		
BNTC	Churchill Capital Corp IV Class A Common Stock	United States	Finance	Business Services
LSF	Cameco Corporation Common Stock	Canada	Basic Industries	Precious Metals
ARDS	Crown Holdings Inc.	United States	Consumer Durables	Containers/Packaging
FGEN	Carnival Corporation Common Stock	United States	Consumer Services	Marine Transportation
HPK	CSI Compressco LP Common Units	United States	Energy	Oilfield Services/Equipment
USX	Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares)	China	Health Care	Medical/Nursing Services
SPI	CMC Materials Inc. Common Stock	United States	Technology	Semiconductors
AERI	Code Chain New Continent Limited Common Stock	China	Consumer Durables	Steel/Iron Ore
CEN	CNB Financial Corporation Common Stock	United States	Finance	Major Banks
TRS	Clear Channel Outdoor Holdings Inc. Common Stock	United States	Consumer Services	Advertising
WRLD	Cogent Communications Holdings Inc.	United States	Consumer Services	Telecommunications Equipment
BVH	China Customer Relations Centers Inc. Ordinary Shares	China	Miscellaneous	Business Services
ARCH	Cross Country Healthcare Inc. Common Stock $0.0001 Par Value	United States	Technology	Professional Services
STKS	Century Communities Inc. Common Stock	United States	Capital Goods	Homebuilding
MLSS	Compania Cervecerias Unidas S.A. Common Stock	Chile	Consumer Non-Durables	Beverages (Production/Distribution)
INPX	Churchill Capital Corp II Class A Common Stock		Technology	Computer Software: Prepackaged Software
WBK	ChemoCentryx Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
NYCB	Chindata Group Holdings Limited American Depositary Shares	China		
RNR	Codiak BioSciences Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
NSYS	Ceridian HCM Holding Inc. Common Stock	United States	Technology	Computer Software: Prepackaged Software
CELC	Coeur Mining Inc. Common Stock	United States	Basic Industries	Precious Metals
TRX	Centennial Resource Development Inc. Class A Common Stock	United States	Energy	Oil & Gas Production
MFM	CDK Global Inc. Common Stock	United States	Miscellaneous	Business Services
RS	Cardlytics Inc. Common Stock	United States	Technology	Computer Software: Programming Data Processing
ERES	Avid Bioservices Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
CWK	CareDx Inc. Common Stock	United States	Health Care	Medical Specialities
OSN	Cadence Design Systems Inc. Common Stock	United States	Technology	Computer Software: Prepackaged Software
UNF	Condor Hospitality Trust Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
HMSY	Cedar Realty Trust Inc. Common Stock	United States	Consumer Services	Real Estate Investment Trusts
IOVA	Cidara Therapeutics Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
WASH	CDW Corporation Common Stock	United States	Consumer Services	Catalog/Specialty Distribution
PAX	ChromaDex Corporation Common Stock	United States	Consumer Durables	Specialty Chemicals
ACP	Codexis Inc. Common Stock	United States	Basic Industries	Major Chemicals
CEA	CADIZ Inc. Common Stock	United States	Public Utilities	Water Supply
NPA	Celanese Corporation Celanese Corporation Common Stock	United States	Basic Industries	Major Chemicals
BZH	China Eastern Airlines Corporation Ltd. Common Stock	China	Transportation	Air Freight/Delivery Services
AM	CECO Environmental Corp. Common Stock	United States	Capital Goods	Pollution Control Equipment
HNW	The Central and Eastern Europe Fund Inc. (The) Common Stock	United States		
YETI	Camber Energy Inc. Common Stock	United States	Energy	Oil & Gas Production
MGM	CONSOL Energy Inc. Common Stock		Energy	Coal Mining
MAA	Cellcom Israel Ltd. Ordinary Shares	Israel	Public Utilities	Telecommunications Equipment
HEES	Celcuity Inc. Common Stock	United States	Health Care	Medical Specialities
KEP	Celsius Holdings Inc. Common Stock	United States	Consumer Non-Durables	Beverages (Production/Distribution)
CPF	Cypress Environmental Partners L.P. Common Units representing limited partner interests		Miscellaneous	Business Services
TARO	ClearBridge MLP and Midstream Fund Inc. Common Stock	United States		
SCCO	Chembio Diagnostics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
UUU	Center Coast Brookfield MLP & Energy Infrastructure Fund	United States		
AMPH	Central Garden & Pet Company Common Stock	United States	Consumer Durables	Consumer Specialties
VGI	Central Garden & Pet Company Class A Common Stock Nonvoting	United States	Consumer Durables	Consumer Specialties
ATRI	Century Aluminum Company Common Stock	United States	Basic Industries	Aluminum
AEE	CNOOC Limited Common Stock	Hong Kong	Energy	Oil & Gas Production
RADI	Central Puerto S.A. American Depositary Shares (each represents ten Common Shares)		Public Utilities	Electric Utilities: Central
D	Crestwood Equity Partners LP	United States	Public Utilities	Oil & Gas Production
XNCR	Cerecor Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
LCNB	Cerevel Therapeutics Holdings Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
USCR	Cerner Corporation Common Stock	United States	Technology	EDP Services
TAYD	Cerus Corporation Common Stock	United States	Health Care	Medical/Dental Instruments
PYN	Certara Inc. Common Stock	United States	Technology	Computer Software: Prepackaged Software
HII	Central Securities Corporation Common Stock	United States		
NNVC	Cemtrex Inc. Common Stock	United States	Capital Goods	Electrical Products
PUBM	Eaton Vance California Municipal Income Trust Shares of Beneficial Interest	United States		
GTS	CEVA Inc. Common Stock	United States	Technology	Computer Software: Programming Data Processing
ANDE	CF Industries Holdings Inc. Common Stock	United States	Basic Industries	Agricultural Chemicals
ASTE	CF Finance Acquisition Corp. III Common Stock	United States	Finance	Business Services
GTY	CrossFirst Bankshares Inc. Common Stock	United States	Finance	Major Banks
LIFE	CF Bankshares Inc. Common Stock	United States	Finance	Major Banks
TRCH	C&F Financial Corporation Common Stock	United States	Finance	Major Banks
BFAM	Capitol Federal Financial Inc. Common Stock	United States	Finance	Savings Institutions
HOOK	Citizens Financial Group Inc. Common Stock	United States	Finance	Major Banks
WIW	CF Finance Acquisition Corp. II Class A Common Stock	United States	Consumer Durables	Electronic Components
PGC	Conformis Inc. Common Stock	United States	Health Care	Industrial Specialties
CDE	Cullen/Frost Bankers Inc. Common Stock	United States	Finance	Major Banks
WES	ContraFect Corporation Common Stock	United States	Health Care	Major Pharmaceuticals
AEO	Colfax Corporation Common Stock	United States	Capital Goods	Fluid Controls
SFTW	The Carlyle Group Inc. Common Stock	United States	Finance	Investment Managers
FOE	China Green Agriculture Inc. Common Stock	China	Basic Industries	Agricultural Chemicals
CMRX	TCG BDC Inc. Common Stock	United States		
PRTH	Canopy Growth Corporation Common Shares	Canada	Consumer Durables	Specialty Chemicals
CW	Cullinan Management Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BMY	Compugen Ltd. Ordinary Shares	Israel	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ETV	Cancer Genetics Inc. Common Stock	United States	Health Care	Medical Specialities
AVID	Cognyte Software Ltd. Ordinary Shares	Israel		
AJG	Cognex Corporation Common Stock	United States	Capital Goods	Industrial Machinery/Components
BMRA	Calamos Global Total Return Fund Common Stock	United States		
CDTX	Collective Growth Corporation Class A Common Stock	United States	Finance	Business Services
HST	Chardan Healthcare Acquisition 2 Corp. Common Stock		Finance	Business Services
CMLS	Comstock Holding Companies Inc. Class A Common Stock	United States	Finance	Real Estate
GPK	City Holding Company Common Stock	United States	Finance	Major Banks
AWI	Community Healthcare Trust Incorporated Common Stock	United States	Consumer Services	Real Estate Investment Trusts
ACI	Church & Dwight Company Inc. Common Stock	United States	Basic Industries	Package Goods/Cosmetics
SMPL	Churchill Downs Incorporated Common Stock	United States	Consumer Services	Services-Misc. Amusement & Recreation
CLSK	Chemed Corp	United States	Health Care	Medical/Nursing Services
TBI	The Chefs' Warehouse Inc. Common Stock	United States	Consumer Non-Durables	Food Distributors
EVK	Check-Cap Ltd. Ordinary Share	Israel	Health Care	Medical Electronics
COTY	CHF Solutions Inc. Common Stock	United States	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
FLEX	Chegg Inc. Common Stock	United States	Consumer Services	Other Consumer Services
KURA	Choice Hotels International Inc. Common Stock	United States	Consumer Services	Hotels/Resorts
KNSL	Calamos Convertible Opportunities and Income Fund Common Stock	United States		
CGO	Check Point Software Technologies Ltd. Ordinary Shares	Israel	Technology	Computer Software: Prepackaged Software
EOSE	Chiasma Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
TPCO	Chemung Financial Corp Common Stock	United States	Finance	Major Banks
PNNT	Cherry Hill Mortgage Investment Corporation Common Stock		Consumer Services	Real Estate Investment Trusts
JBSS	China Fund Inc. (The) Common Stock	United States		
PBFS	Change Healthcare Inc. Common Stock	United States	Technology	EDP Services
IART	China Natural Resources Inc. Common Stock	Hong Kong	Basic Industries	Precious Metals
UTSI	CHP Merger Corp. Class A Common Stock	United States	Finance	Business Services
DVN	Charah Solutions Inc. Common Stock	United States	Basic Industries	Environmental Services
JRI	Coherus BioSciences Inc. Common Stock	United States	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
AACQ	C.H. Robinson Worldwide Inc. Common Stock	United States	Transportation	Oil Refining/Marketing
BLI	Chico's FAS Inc. Common Stock	United States	Consumer Services	Clothing/Shoe/Accessory Stores
MHN	Chunghwa Telecom Co. Ltd.	Taiwan	Public Utilities	Telecommunications Equipment
FLC	Charter Communications Inc. Class A Common Stock New	United States	Consumer Services	Television Services
BFI	Chuy's Holdings Inc. Common Stock	United States	Consumer Services	Restaurants
MLND	Calamos Global Dynamic Income Fund Common Stock	United States		
NFE	Chewy Inc. Class A Common Stock	United States	Consumer Services	Catalog/Specialty Distribution
NICE	ChampionX Corporation Common Stock	United States	Technology	Industrial Machinery/Components
SQ	Calamos Convertible and High Income Fund Common Stock	United States		
FRC	Cigna Corporation Common Stock	United States	Health Care	Medical Specialities
SREV	Citizens Inc. Class A Common Stock ($1.00 Par)	United States	Finance	Life Insurance
YELP	BanColombia S.A. Common Stock	Colombia	Finance	Commercial Banks
GRCY	Cinedigm Corp. Class A Common Stock	United States	Consumer Services	Consumer Electronics/Video Chains
XONE	Ciena Corporation Common Stock	United States	Public Utilities	Telecommunications Equipment
CVGI	MFS Intermediate High Income Fund Common Stock	United States		
DVAX	Comp En De Mn Cemig ADS American Depositary Shares	Brazil	Public Utilities	Electric Utilities: Central
WPM	Colliers International Group Inc. Subordinate Voting Shares	Canada	Finance	Real Estate
BLL	China Index Holdings Limited American Depository Shares	China	Technology	EDP Services
DUOT	Blackrock Capital and Income Fund Inc.	United States		
AFL	CIIG Merger Corp. Class A Common Stock	United States	Finance	Business Services
MTOR	Credit Suisse Asset Management Income Fund Inc. Common Stock	United States		
B	Chimera Investment Corporation Common Stock	United States	Consumer Services	Real Estate Investment Trusts
CHWY	Cincinnati Financial Corporation Common Stock	United States	Finance	Property-Casualty Insurers
JOUT	Ciner Resources LP Common Units representing Limited Partner Interests		Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LIXT	City Office REIT Inc. Common Stock		Consumer Services	Real Estate Investment Trusts
BDL	CIRCOR International Inc. Common Stock	United States	Capital Goods	Metal Fabrications
OACB	CIT Group Inc (DEL) Common Stock	United States	Finance	Major Banks
HIBB	Civista Bancshares Inc. Common Stock	United States	Finance	Major Banks
RMD	CompX International Inc. Common Stock	United States	Capital Goods	Industrial Machinery/Components
PDS	CI Financial Corp. Common Shares		Finance	Investment Managers
DFFN	Citizens Holding Company Common Stock	United States	Finance	Major Banks
GOED	China Jo-Jo Drugstores Inc. Common Stock	China	Health Care	Medical/Nursing Services
AEF	SEACOR Holdings Inc. Common Stock	United States	Transportation	Marine Transportation
HRL	Checkpoint Therapeutics Inc. Common Stock	United States	Health Care	Major Pharmaceuticals
JCO	CKX Lands Inc. Common Stock	United States	Energy	Oil & Gas Production
HESM	Colgate-Palmolive Company Common Stock	United States	Consumer Non-Durables	Package Goods/Cosmetics
TNP	Colonnade Acquisition Corp. Class A Ordinary Shares	United States	Capital Goods	Industrial Machinery/Components
RDHL	Clarus Corporation Common Stock	United States	Consumer Non-Durables	Recreational Products/Toys
GFED	Core Laboratories N.V. Common Stock	Netherlands	Energy	Oilfield Services/Equipment
BCSF	Columbia Financial Inc. Common Stock	United States	Finance	Savings Institutions
EVA	Caladrius Biosciences Inc. Common Stock	United States	Health Care	Misc Health and Biotechnology Services
LYB	Collectors Universe Inc.	United States	Miscellaneous	Business Services
FCN	Cortland Bancorp Common Stock	United States	Finance	Savings Institutions
VFF	Cloudera Inc. Common Stock	Canada	Technology	Computer Software: Prepackaged Software
LAMR	Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest	United States	Consumer Services	Real Estate Investment Trusts
PHD	Celldex Therapeutics Inc.	United States	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances
STRT	China Liberal Education Holdings Limited Ordinary Shares	China	Consumer Services	Other Consumer Services
SWKS	Cleveland-Cliffs Inc. Common Stock	United States	Basic Industries	Precious Metals
HMG	Clearfield Inc. Common Stock	United States	Public Utilities	Telecommunications Equipment
EBMT	CollPlant Biotechnologies Ltd American Depositary Shares	Israel		
RCI	CoreLogic Inc. Common Stock	United States	Technology	EDP Services
ASUR	Clean Harbors Inc. Common Stock	United States	Basic Industries	Environmental Services
DRTT	Mack-Cali Realty Corporation Common Stock	United States	Consumer Services	Real Estate Investment Trusts
COLD	Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock	United States	Finance	Business Services
CHNG	ClearSign Technologies Corporation Common Stock	United States	Capital Goods	Industrial Machinery/Components
