UCL,uCloudlink Group Inc. American Depositary Shares,Hong Kong,Consumer Services,Telecommunications Equipment
HTBI,HomeTrust Bancshares Inc. Common Stock,United States,Finance,Savings Institutions
PHGE,BiomX Inc. COmmon Stock,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NEXA,Nexa Resources S.A. Common Shares,,Basic Industries,Precious Metals
COE,China Online Education Group American depositary shares each representing 15 Class A ordinary shares,China,Consumer Services,Other Consumer Services
AMEH,Apollo Medical Holdings Inc. Common Stock,United States,Consumer Services,Professional Services
CSR,D/B/A Centerspace Common Stock,United States,,
BBF,BlackRock Municipal Income Investment Trust,United States,,
BFS,Saul Centers Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States,,
XOG,Extraction Oil & Gas Inc. Common Stock,United States,Energy,Oil & Gas Production
MHH,Mastech Digital Inc Common Stock,United States,Consumer Services,Professional Services
FSI,Flexible Solutions International Inc. Common Stock (CDA),Canada,Basic Industries,Major Chemicals
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States,,
HNNA,Hennessy Advisors Inc. Common Stock,United States,Finance,Investment Managers
BFST,Business First Bancshares Inc. Common Stock,United States,Finance,Major Banks
TLC,Taiwan Liposome Company Ltd. American Depository Shares,Taiwan,Health Care,Major Pharmaceuticals
USAP,Universal Stainless & Alloy Products Inc. Common Stock,United States,Basic Industries,Steel/Iron Ore
OMEX,Odyssey Marine Exploration Inc. Common Stock,United States,Consumer Services,Marine Transportation
CEA,China Eastern Airlines Corporation Ltd. Common Stock,China,Transportation,Air Freight/Delivery Services
ACH,Aluminum Corporation of China Limited American Depositary Shares,China,Basic Industries,Aluminum
TPCO,Tribune Publishing Company Common Stock,United States,Consumer Services,Newspapers/Magazines
ISSC,Innovative Solutions and Support Inc. Common Stock,United States,Technology,EDP Services
NNI,Nelnet Inc. Common Stock,United States,Finance,Finance: Consumer Services
RLMD,Relmada Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
SGC,Superior Group of Companies Inc. Common Stock,United States,Consumer Non-Durables,Apparel
SENEA,Seneca Foods Corp. Class A Common Stock,United States,Consumer Non-Durables,Packaged Foods
DLHC,DLH Holdings Corp.,United States,Technology,Professional Services
CBNK,Capital Bancorp Inc. Common Stock,United States,Finance,Major Banks
HCCI,Heritage-Crystal Clean Inc. Common Stock,United States,Basic Industries,Miscellaneous
BFRA,Biofrontera AG American Depositary Shares,Germany,Health Care,Major Pharmaceuticals
PSB,PS Business Parks Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
YSAC,Yellowstone Acquisition Company Class A Common Stock,United States,Finance,Business Services
YMTX,Yumanity Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
RMBL,RumbleOn Inc. Class B Common Stock,United States,Technology,EDP Services
RNLX,Renalytix AI plc American Depositary Shares,United Kingdom,Health Care,Medical Specialities
CPSS,Consumer Portfolio Services Inc. Common Stock,United States,Finance,Finance: Consumer Services
NTG,Tortoise Midstream Energy Fund Inc. Common Stock,,,
NRC,National Research Corporation Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,United States,,
HNW,Pioneer Diversified High Income Trust Pioneer Diversified High Income Trust Common Shares of Beneficial Interest,United States,,
BBK,Blackrock Municipal Bond Trust,United States,,
RBB,RBB Bancorp Common Stock,United States,Finance,Major Banks
NUM,Nuveen Michigan Quality Municipal Income Fund Common Stock,United States,,
HCI,HCI Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
PW,Power REIT (MD) Common Stock,United States,Consumer Services,Real Estate Investment Trusts
FORR,Forrester Research Inc. Common Stock,United States,Consumer Services,Diversified Commercial Services
GF,New Germany Fund Inc. (The) Common Stock,United States,,
WLDN,Willdan Group Inc. Common Stock,United States,Consumer Services,Military/Government/Technical
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share,,Consumer Services,Hotels/Resorts
ERIE,Erie Indemnity Company Class A Common Stock,United States,Finance,Specialty Insurers
SCL,Stepan Company Common Stock,United States,Basic Industries,Package Goods/Cosmetics
AMAL,Amalgamated Bank Class A Common Stock,United States,Consumer Non-Durables,Textiles
MVO,MV Oil Trust Units of Beneficial Interests,United States,Energy,Oil & Gas Production
HHR,HeadHunter Group PLC American Depositary Shares,Cyprus,Technology,Professional Services
VRTS,Virtus Investment Partners Inc. Common Stock,United States,Finance,Investment Managers
VPG,Vishay Precision Group Inc. Common Stock,United States,Capital Goods,Electrical Products
UHT,Universal Health Realty Income Trust Common Stock,United States,Consumer Services,Real Estate Investment Trusts
BMTC,Bryn Mawr Bank Corporation Common Stock,United States,Finance,Major Banks
SSTI,ShotSpotter Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,,,
KWR,Quaker Chemical Corporation Common Stock,United States,Basic Industries,Major Chemicals
AJX,Great Ajax Corp. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PCM,PCM Fund Inc. Common Stock,United States,,
KSPN,Kaspien Holdings Inc. Common Stock,United States,Consumer Services,Consumer Electronics/Video Chains
GPX,GP Strategies Corporation Common Stock,United States,Consumer Services,Other Consumer Services
CPK,Chesapeake Utilities Corporation Common Stock,United States,Public Utilities,Oil & Gas Production
MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,Hong Kong,Finance,Business Services
PMD,Psychemedics Corporation,United States,Health Care,Medical Specialities
NEU,NewMarket Corp Common Stock,United States,Basic Industries,Major Chemicals
BCV,Bancroft Fund Ltd.,United States,,
BCML,BayCom Corp Common Stock,United States,Finance,Major Banks
MDIA,Mediaco Holding Inc. Class A Common Stock,United States,Consumer Services,Broadcasting
BGIO,BlackRock 2022 Global Income Opportunity Trust Common Shares of Beneficial Interest,United States,,
LCNB,LCNB Corporation Common Stock,United States,Finance,Major Banks
PTRS,Partners Bancorp Common Stock,United States,Finance,Major Banks
BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,,Basic Industries,Agricultural Chemicals
CMPI,Checkmate Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SONA,Southern National Bancorp of Virginia Inc. Common Stock,United States,Finance,Major Banks
WHF,WhiteHorse Finance Inc. Common Stock,United States,,
BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,United States,Consumer Services,Broadcasting
FRAF,Franklin Financial Services Corporation Common Stock,United States,Finance,Major Banks
TZOO,Travelzoo Common Stock,United States,Consumer Services,Advertising
LNN,Lindsay Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components
AVCT,American Virtual Cloud Technologies Inc. Common Stock,United States,Technology,EDP Services
CGO,Calamos Global Total Return Fund Common Stock,United States,,
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Israel,Technology,Electronic Components
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,United States,,
RCKY,Rocky Brands Inc. Common Stock,United States,Consumer Non-Durables,Shoe Manufacturing
CHCO,City Holding Company Common Stock,United States,Finance,Major Banks
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States,,
HWCC,Houston Wire & Cable Company Common Stock,United States,Consumer Non-Durables,Telecommunications Equipment
ROCC,Roth CH Acquisition II Co. Common Stock,United States,Finance,Business Services
JYAC,Jiya Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
ARBG,Aequi Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
ABCM,Abcam plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNFCA,Security National Financial Corporation Class A Common Stock,United States,Finance,Finance: Consumer Services
TIPT,Tiptree Inc. Common Stock,United States,Finance,Property-Casualty Insurers
JRSH,Jerash Holdings (US) Inc. Common Stock,United States,Consumer Non-Durables,Apparel
JOUT,Johnson Outdoors Inc. Class A Common Stock,United States,Consumer Non-Durables,Recreational Products/Toys
CMCL,Caledonia Mining Corporation Plc Common Shares,Canada,Basic Industries,Precious Metals
BFZ,BlackRock California Municipal Income Trust,United States,,
CCNE,CNB Financial Corporation Common Stock,United States,Finance,Major Banks
TNC,Tennant Company Common Stock,United States,Technology,Industrial Machinery/Components
SYBT,Stock Yards Bancorp Inc. Common Stock,United States,Finance,Major Banks
FCBP,First Choice Bancorp Common Stock,United States,Finance,Major Banks
SPOK,Spok Holdings Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment
CVV,CVD Equipment Corporation Common Stock,United States,Technology,Industrial Machinery/Components
SUNS,Solar Senior Capital Ltd. Common Stock,United States,,
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,United States,,
BELFB,Bel Fuse Inc. Class B Common Stock,United States,Capital Goods,Electrical Products
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,United States,,
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing one Class A Ordinary Share,China,Consumer Services,Other Consumer Services
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,United States,,
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,United States,,
NKG,Nuveen Georgia Quality Municipal Income Fund,United States,,
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States,,
BSET,Bassett Furniture Industries Incorporated Common Stock,United States,Consumer Durables,Home Furnishings
AFB,AllianceBernstein National Municipal Income Fund Inc,United States,,
XENE,Xenon Pharmaceuticals Inc. Common Shares,Canada,Health Care,Major Pharmaceuticals
CBMG,Cellular Biomedicine Group Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HMCO,HumanCo Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
FPH,Five Point Holdings LLC Class A Common Shares,United States,Finance,Real Estate
STK,Columbia Seligman Premium Technology Growth Fund Inc,United States,,
SCX,L.S. Starrett Company (The) Common Stock,United States,Capital Goods,Industrial Machinery/Components
PCSB,PCSB Financial Corporation Common Stock,United States,Finance,Banks
BLPH,Bellerophon Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
QADA,QAD Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
EMPW,Empower Ltd. Class A Ordinary Shares,United States,Finance,Business Services
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States,,
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,United States,,
MHI,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest,,,
BTT,BlackRock Municipal 2030 Target Term Trust,United States,,
ALTA,Altabancorp Common Stock,United States,Finance,Major Banks
NP,Neenah Inc. Common Stock,United States,Basic Industries,Paper
ACV,Virtus AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest,United States,,
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,,,
ALIM,Alimera Sciences Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
GBS,GBS Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
AIF,Apollo Tactical Income Fund Inc. Common Stock,,,
GNE,Genie Energy Ltd. Class B Common Stock Stock,United States,Public Utilities,Power Generation
ELTK,Eltek Ltd. Ordinary Shares,Israel,Technology,Electrical Products
NHS,Neuberger Berman High Yield Strategies Fund,United States,,
RMRM,RMR Mortgage Trust Common Stock,United States,,
IMNM,Immunome Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Ireland,Capital Goods,Building Materials
TY,Tri Continental Corporation Common Stock,United States,,
ROG,Rogers Corporation Common Stock,United States,Basic Industries,Major Chemicals
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States,,
FVAM,5:01 Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
BGX,Blackstone Long Short Credit Income Fund Common Shares,,,
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ESTA,Establishment Labs Holdings Inc. Common Shares,Costa Rica,Health Care,Industrial Specialties
FSTX,F-star Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
OBCI,Ocean Bio-Chem Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,,,
CTG,Computer Task Group Inc. Common Stock,United States,Technology,EDP Services
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,Argentina,Public Utilities,Electric Utilities: Central
RVSB,Riverview Bancorp Inc Common Stock,United States,Finance,Savings Institutions
CHPM,CHP Merger Corp. Class A Common Stock,United States,Finance,Business Services
FSTR,L.B. Foster Company Common Stock,United States,Basic Industries,Metal Fabrications
MRBK,Meridian Corporation Common Stock,United States,,
AMTBB,Amerant Bancorp Inc. Class B Common Stock,United States,Finance,Major Banks
CVEO,Civeo Corporation (Canada) Common Shares,,Consumer Services,Hotels/Resorts
RCMT,RCM Technologies Inc. Common Stock,United States,Technology,Professional Services
SBOW,SilverBow Resorces Inc. Common Stock,,Energy,Oil & Gas Production
BXG,Bluegreen Vacations Corporation Common Stock,United States,Finance,Real Estate
OCC,Optical Cable Corporation Common Stock,United States,Basic Industries,Telecommunications Equipment
LINX,Linx S.A. American Depositary Shares each representing one common share,,Technology,Computer Software: Prepackaged Software
PETZ,TDH Holdings Inc. Common Shares,China,Consumer Non-Durables,Packaged Foods
MEN,Blackrock MuniEnhanced Fund Inc Common Stock,United States,,
FUSN,Fusion Pharmaceuticals Inc. Common Shares,Canada,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PMM,Putnam Managed Municipal Income Trust Common Stock,United States,,
RFIL,RF Industries Ltd. Common Stock,United States,Capital Goods,Electrical Products
IPAR,Inter Parfums Inc. Common Stock,United States,Consumer Non-Durables,Package Goods/Cosmetics
BFY,BlackRock New York Municipal Income Trust II,United States,,
NINE,Nine Energy Service Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NSSC,NAPCO Security Technologies Inc. Common Stock,United States,Capital Goods,Telecommunications Equipment
NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States,,
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States,,
METC,Ramaco Resources Inc. Common Stock,United States,Energy,Coal Mining
ACND,Ascendant Digital Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
GIGM,GigaMedia Limited Ordinary Shares,Taiwan,Technology,Computer Software: Programming Data Processing
TGLS,Tecnoglass Inc. Ordinary Shares,Colombia,Consumer Durables,Electronic Components
ARYA,ARYA Sciences Acquisition Corp III Class A Ordinary Shares,United States,Finance,Business Services
SAFT,Safety Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
BGT,BlackRock Floating Rate Income Trust,United States,,
WRLD,World Acceptance Corporation Common Stock,United States,Finance,Finance: Consumer Services
HQI,HireQuest Inc. Common Stock (DE),United States,Technology,Professional Services
TPL,Texas Pacific Land Corporation Common Stock,United States,Energy,Oil & Gas Production
NMY,Nuveen Maryland Quality Municipal Income Fund Common Stock,United States,,
LRMR,Larimar Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MEC,Mayville Engineering Company Inc. Common Stock,,Capital Goods,Industrial Specialties
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,,
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
VACQ,Vector Acquisition Corporation Class A Common Stock,United States,Finance,Business Services
IAF,Aberdeen Australia Equity Fund Inc Common Stock,United States,,
GNT,GAMCO Natural Resources Gold & Income Trust,United States,,
SCHL,Scholastic Corporation Common Stock,United States,Consumer Services,Books
HRMY,Harmony Biosciences Holdings Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
CBH,Virtus AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,United States,,
UTL,UNITIL Corporation Common Stock,United States,Public Utilities,Power Generation
PMVP,PMV Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
HZN,Horizon Global Corporation Common Shares,United States,Capital Goods,Auto Parts:O.E.M.
CIXX,CI Financial Corp. Common Shares,,Finance,Investment Managers
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,United States,,
PCN,Pimco Corporate & Income Strategy Fund Common Stock,United States,,
MBCN,Middlefield Banc Corp. Common Stock,United States,Finance,Major Banks
CNTG,Centogene N.V. Common Shares,Germany,Health Care,Medical Specialities
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,United States,,
CSV,Carriage Services Inc. Common Stock,United States,Consumer Services,Other Consumer Services
MTSL,MER Telemanagement Solutions Ltd. Common Shares,Israel,Public Utilities,Telecommunications Equipment
PBPB,Potbelly Corporation Common Stock,United States,Consumer Services,Restaurants
PMF,PIMCO Municipal Income Fund Common Stock,United States,,
CULP,Culp Inc. Common Stock,United States,Basic Industries,Textiles
SRCE,1st Source Corporation Common Stock,United States,Finance,Major Banks
VS,Versus Systems Inc. Common Shares,Canada,Technology,EDP Services
FUND,Sprott Focus Trust Inc. Common Stock,United States,Consumer Services,Miscellaneous
SHI,SINOPEC Shangai Petrochemical Company Ltd. Common Stock,China,Basic Industries,Major Chemicals
ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,United States,Finance,Finance: Consumer Services
PFSW,PFSweb Inc. Common Stock,United States,Miscellaneous,Business Services
NTZ,Natuzzi S.p.A.,Italy,Consumer Durables,Home Furnishings
ALTM,Altus Midstream Company Class A Common Stock,United States,Public Utilities,Natural Gas Distribution
XGN,Exagen Inc. Common Stock,United States,Health Care,Medical Specialities
PFBC,Preferred Bank Common Stock,United States,,
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,,,
SQBG,Sequential Brands Group Inc. Common Stock,United States,Consumer Non-Durables,Apparel
PLOW,Douglas Dynamics Inc. Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks
FMNB,Farmers National Banc Corp. Common Stock,United States,Finance,Major Banks
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,United States,Energy,Natural Gas Distribution
KRON,Kronos Bio Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
QH,Quhuo Limited American Depository Shares,China,Miscellaneous,Business Services
NRT,North European Oil Royality Trust Common Stock,United States,Energy,Oil & Gas Production
EXFO,EXFO Inc,Canada,Capital Goods,Electrical Products
ICFI,ICF International Inc. Common Stock,United States,Consumer Services,Professional Services
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,United States,,
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,,,
PRFX,PainReform Ltd. Ordinary Shares,Israel,Health Care,Major Pharmaceuticals
VSTA,Vasta Platform Limited Class A Ordinary Shares,Brazil,Consumer Services,Other Consumer Services
GDP,Goodrich Petroleum Corporation Common Stock,United States,Energy,Oil & Gas Production
CTBI,Community Trust Bancorp Inc. Common Stock,United States,Finance,Major Banks
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,United States,,
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,United States,,
VRTV,Veritiv Corporation Common Stock,,Consumer Services,Paper
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States,,
GRNV,GreenVision Acquisition Corp Common stock,United States,Health Care,Misc Health and Biotechnology Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States,,
PCYO,Pure Cycle Corporation Common Stock,United States,Public Utilities,Water Supply
FFG,FBL Financial Group Inc. Common Stock,United States,Finance,Life Insurance
AMTI,Applied Molecular Transport Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MEDS,Trxade Group Inc. Common Stock,United States,Health Care,Other Pharmaceuticals
HURN,Huron Consulting Group Inc. Common Stock,United States,Consumer Services,Professional Services
AWRE,Aware Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
FT,Franklin Universal Trust Common Stock,United States,,
UHAL,Amerco Common Stock,United States,Consumer Services,Rental/Leasing Companies
LEGH,Legacy Housing Corporation Common Stock (TX),United States,Basic Industries,Homebuilding
TNP,Tsakos Energy Navigation Ltd Common Shares,Greece,Transportation,Marine Transportation
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,United States,,
SII,Sprott Inc. Common Shares,,Finance,Finance: Consumer Services
EXN,Excellon Resources Inc. Common Shares,,Basic Industries,Precious Metals
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,United States,,
BHSE,Bull Horn Holdings Corp. Ordinary Shares,United States,Finance,Business Services
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,United States,,
NEWA,Newater Technology Inc. Ordinary Shares,China,Basic Industries,Miscellaneous
BME,Blackrock Health Sciences Trust,United States,,
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,,,
ITRG,Integra Resources Corp. Common Shares,,Basic Industries,Precious Metals
ENOB,Enochian Biosciences Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
OCN,Ocwen Financial Corporation NEW Common Stock,United States,Finance,Finance: Consumer Services
TYG,Tortoise Energy Infrastructure Corporation Common Stock,United States,,
LMB,Limbach Holdings Inc. Common Stock,United States,Basic Industries,Engineering & Construction
LGI,Lazard Global Total Return and Income Fund Common Stock,United States,,
ASA,ASA  Gold and Precious Metals Limited,United States,,
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,United States,,
CAS,Cascade Acquisition Corp. Class A Common Stock,,Finance,Business Services
ASPU,Aspen Group Inc. Common Stock,United States,Consumer Services,Other Consumer Services
MACK,Merrimack Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,United States,,
AWX,Avalon Holdings Corporation Common Stock,United States,Public Utilities,Environmental Services
VTSI,VirTra Inc. Common Stock,United States,Consumer Durables,Miscellaneous manufacturing industries
FISI,Financial Institutions Inc. Common Stock,United States,Finance,Major Banks
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,United States,,
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,,,
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,United States,,
ZNH,China Southern Airlines Company Limited Common Stock,China,Transportation,Air Freight/Delivery Services
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,United States,,
MCR,MFS Charter Income Trust Common Stock,United States,,
ESXB,Community Bankers Trust Corporation Common Stock (VA),United States,Finance,Major Banks
VKQ,Invesco Municipal Trust Common Stock,United States,,
PFBI,Premier Financial Bancorp Inc. Common Stock,United States,Finance,Major Banks
ARKR,Ark Restaurants Corp. Common Stock,United States,Consumer Services,Restaurants
IID,Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest,United States,,
LNDC,Landec Corporation Common Stock (DE),United States,Consumer Non-Durables,Packaged Foods
VINC,Vincerx Pharma Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
OPNT,Opiant Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
ICL,ICL Group Ltd. Ordinary Shares,Israel,Basic Industries,Agricultural Chemicals
LMRK,Landmark Infrastructure Partners LP Common Units,United States,Consumer Services,Real Estate
ARD,Ardagh Group S.A. Common Shares,,Consumer Durables,Containers/Packaging
NXJ,Nuveen New Jersey Qualified Municipal Fund,United States,,
OBNK,Origin Bancorp Inc. Common Stock,United States,Finance,Major Banks
VLGEA,Village Super Market Inc. Class A Common Stock,United States,Consumer Services,Food Chains
DGICA,Donegal Group Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers
AGM,Federal Agricultural Mortgage Corporation Common Stock,United States,Finance,Finance Companies
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,United States,,
BSL,Blackstone Senior Floating Rate Term Fund Common Shares of Beneficial Interest,United States,,
SNEX,StoneX Group Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
EPIX,ESSA Pharma Inc. Common Stock,Canada,Health Care,Major Pharmaceuticals
DYAI,Dyadic International Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,United States,,
BCBP,BCB Bancorp Inc. (NJ) Common Stock,United States,Finance,Savings Institutions
CLPR,Clipper Realty Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
SQFT,Presidio Property Trust Inc. Class A Common Stock,United States,Consumer Services,Real Estate Investment Trusts
SSNT,SilverSun Technologies Inc. Common Stock,United States,Miscellaneous,Business Services
ASLE,AerSale Corporation Common Stock,United States,Consumer Durables,Industrial Specialties
SCD,LMP Capital and Income Fund Inc. Common Stock,United States,,
ALAC,Alberton Acquisition Corporation Ordinary Shares,Hong Kong,Finance,Business Services
CZWI,Citizens Community Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,United States,,
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,United States,Energy,Oil Refining/Marketing
FLIC,First of Long Island Corporation (The) Common Stock,United States,Finance,Major Banks
HCKT,Hackett Group Inc (The). Common Stock,United States,Consumer Services,Professional Services
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
DWSN,Dawson Geophysical Company Common Stock,United States,Energy,Oil & Gas Production
TRS,TriMas Corporation Common Stock,United States,Capital Goods,Industrial Specialties
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,Consumer Non-Durables,Farming/Seeds/Milling
SMBK,SmartFinancial Inc. Common Stock,United States,Finance,Major Banks
BDSX,Biodesix Inc. Common Stock,United States,Health Care,Medical Specialities
ALGS,Aligos Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PCB,PCB Bancorp Common Stock,United States,Finance,Major Banks
OMEG,Omega Alpha SPAC Class A Ordinary Shares,United States,Finance,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MCBC,Macatawa Bank Corporation Common Stock,United States,Finance,Major Banks
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States,Capital Goods,Marine Transportation
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCRI,Monarch Casino & Resort Inc. Common Stock,United States,Consumer Services,Hotels/Resorts
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States,,
PRT,PermRock Royalty Trust Trust Units,United States,Energy,Oil & Gas Production
CPAH,CounterPath Corporation Common Stock,Canada,Technology,Computer Software: Prepackaged Software
CUEN,Cuentas Inc. Common Stock,United States,,
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial Interest,,,
TIGO,Millicom International Cellular S.A. Common Stock,Luxembourg,Public Utilities,Telecommunications Equipment
ZEUS,Olympic Steel Inc. Common Stock,United States,Basic Industries,Metal Fabrications
KTF,DWS Municipal Income Trust,United States,,
TCBK,TriCo Bancshares Common Stock,United States,Finance,Major Banks
CLRO,ClearOne Inc. (DE) Common Stock,United States,Public Utilities,Telecommunications Equipment
KTCC,Key Tronic Corporation Common Stock,United States,Technology,Electrical Products
